brw_ord_no,pkg_amt,loan_amt,dep_prov_no,dep_city_no,pkg_typ,in_come,usr_job,schooling,marital_sta,gender,age,target
50620220921144441038650022,0,2065,16,394,01,003,008,005,1,男,51,good
50620220926100916052348813,158,1469,09,210,01,004,003,003,1,男,38,good
50620220902142707957103323,158,1502,09,210,01,002,,004,1,男,31,good
50620220904084459962979322,0,750,22,830,01,003,,006,1,男,49,bad
50620220921175139038823934,0,950,22,818,01,003,006,004,1,女,47,good
50620220912084920003786900,64,1300,22,838,01,005,001,004,1,男,48,good
50620220920133325035603386,0,1460,22,834,01,002,,006,1,女,38,good
50620220925113711050217401,0,950,22,835,01,002,021,003,0,男,23,good
50620220907123031978285254,0,1460,22,825,01,007,009,004,1,女,47,good
50620220923183625044774046,64,1300,22,838,01,003,005,006,1,男,47,good
50620220902171439957469337,0,1660,22,827,01,005,001,003,1,女,49,good
50620220917122415022649945,92,730,22,817,01,004,006,003,1,女,37,good
50620220920185843035882571,90,770,22,834,01,003,016,004,1,女,40,good
50620220919094809031086805,0,1660,22,281,01,005,001,003,1,女,55,good
50620220930193305061281051,0,750,22,280,01,003,001,004,1,男,47,good
50620220908100444989650932,64,1300,22,816,01,003,002,003,1,男,32,good
50620220918130711029054679,0,1450,22,280,01,005,003,004,1,男,42,good
50620220930150243061079202,269,1600,31,230,01,004,003,004,1,男,28,good
50620220921140159038636973,0,750,22,834,01,003,001,003,1,男,30,good
50620220907122402978189407,72,1404,31,230,01,002,,006,1,男,37,good
50620220902150119957315564,0,1200,22,834,01,002,001,006,1,女,37,good
50620220909151051994488912,269,1600,31,230,01,003,003,006,1,男,44,bad
50620220920170038035809229,0,1200,22,831,01,004,,005,0,女,32,good
50620220918114306028881593,0,1460,22,833,01,003,003,006,1,男,49,good
50620220902091714956371453,148,780,17,715,01,003,007,006,1,男,61,good
50620220912100535005080543,199,1209,31,230,01,004,003,003,1,女,39,good
50620220927133532055437306,110,970,22,812,01,001,001,006,1,女,27,good
50620220922114258041453453,0,1200,22,825,01,006,019,005,1,男,42,good
50620220906165635971593952,158,1371,09,210,01,004,,003,1,女,53,good
50620220911120130001980946,0,1660,22,818,01,003,006,004,1,女,52,good
50620220905152912969057170,119,2420,22,829,01,004,021,006,1,男,53,good
50620220905152443969056095,98,780,31,230,01,002,006,006,1,男,53,good
50620220929164410059296271,158,1469,09,210,01,005,012,005,1,男,52,good
50620220930113254060907875,0,2150,22,832,01,003,,003,1,男,61,good
50620220916151459019658714,118,1092,09,210,01,004,,006,1,男,46,good
50620220912112534006074995,0,1200,22,825,01,002,006,006,1,女,40,good
50620220907091803975257720,0,950,22,834,01,003,001,003,1,男,48,good
50620220906142509971454304,198,1130,17,713,01,003,006,003,1,男,61,good
50620220930151349061091848,158,1502,09,210,01,004,012,004,1,女,45,good
50620220918152212029368725,0,950,22,818,01,002,021,004,0,女,61,good
50620220924133617047510772,0,1200,22,834,01,001,021,006,1,男,36,good
50620220929091155058732728,74,480,22,818,01,004,001,004,1,男,55,good
50620220904092321963488422,79,507,31,230,01,002,006,005,1,男,49,good
50620220916164225019714612,88,507,09,210,01,004,,005,1,男,61,good
50620220915173720016521735,166,1460,22,825,01,003,012,006,1,女,35,good
50620220911095728001350475,188,1092,09,210,01,005,006,005,0,男,37,good
50620220901115757954873166,99,2010,22,826,01,003,021,006,1,男,32,good
50620220917184629026014105,149,990,22,818,01,003,006,006,1,男,49,good
50620220919101854031369202,269,1600,31,230,01,003,001,006,1,男,37,good
50620220920161403035765884,0,950,22,835,01,004,006,003,0,女,24,good
50620220911091348000968705,169,1014,31,230,01,003,005,005,1,男,45,good
50620220915180603016553748,0,950,22,834,01,007,,006,1,男,38,good
50620220919140819032393514,0,750,22,830,01,003,006,005,1,女,54,good
50620220924165653047695376,0,750,22,839,01,004,001,003,1,男,49,good
50620220927172602055567019,99,2010,22,830,01,003,007,006,1,男,44,good
50620220918140626029324483,210,1810,10,512,01,003,003,004,0,男,36,good
50620220925133046050281513,199,1931,31,230,01,002,003,006,1,男,34,good
50620220902142920957102889,269,1600,31,230,01,002,003,006,1,男,52,good
50620220919120715032159966,118,1092,09,210,01,003,003,004,1,男,54,good
50620220908120750990168266,0,1200,22,834,01,003,021,006,1,女,48,good
50620220916192037019837300,0,950,22,833,01,004,001,005,1,男,51,good
50620220902131114956967535,108,624,09,210,01,004,003,006,1,男,56,good
50620220911194037002397008,0,950,22,834,01,004,001,004,1,女,29,good
50620220905093811968138880,0,1200,22,281,01,001,021,006,1,男,55,good
50620220924135251047511559,128,1240,17,720,01,004,001,006,1,男,54,good
50620220924200423047826629,79,1250,22,816,01,007,001,001,1,男,35,good
50620220920104950035220597,90,1756,31,230,01,003,003,004,1,男,34,good
50620220916182925019812328,0,1200,22,818,01,003,001,003,1,女,28,good
50620220927172702055567093,0,1460,22,281,01,002,021,006,1,男,24,good
50620220923090527043516603,99,1500,22,816,01,003,008,004,1,男,38,good
50620220924110626047094628,0,750,22,816,01,003,,001,1,男,48,good
50620220919101457031331855,0,750,22,827,01,004,006,006,1,男,53,good
50620220908120421990168153,129,1750,27,931,01,003,006,005,1,女,31,good
50620220903164324961693194,228,1326,09,210,01,003,006,005,1,男,35,good
50620220912124033006342905,38,220,15,530,01,001,006,006,1,男,29,bad
50620220908182048990768358,0,1460,22,834,01,002,001,006,1,男,37,good
50620220913173712009886593,0,1200,22,834,01,002,,006,1,女,37,good
50620220916165135019731410,0,750,22,834,01,002,001,006,1,男,36,good
50620220909172920994582913,129,1300,12,560,01,003,006,006,1,女,50,good
50620220911160223002234200,129,760,12,558,01,003,014,006,1,女,31,good
50620220919171345032579985,118,1092,09,210,01,002,006,003,1,男,44,good
50620220909184817994643495,0,1460,22,825,01,005,009,005,1,女,42,good
50620220910094328996882847,278,2499,09,210,01,004,,004,1,男,44,good
50620220902100704956668562,0,950,22,830,01,003,009,005,1,男,24,good
50620220930151445061092818,278,2449,09,210,01,004,009,004,0,男,41,good
50620220901182937955280341,255,1680,22,818,01,007,021,006,1,女,37,good
50620220910142810998975387,108,624,09,210,01,005,018,005,0,男,28,good
50620220909114523994321070,166,1460,22,835,01,003,006,003,1,女,49,good
50620220930195623061285828,118,1092,09,210,01,005,009,006,1,男,54,good
50620220915115913016243290,118,1092,09,210,01,003,,004,0,男,49,good
50620220921102527038093143,99,580,17,717,01,003,008,006,1,女,50,good
50620220905094502968140860,118,1092,09,210,01,007,001,002,1,男,33,good
50620220924181938047744052,198,1930,17,718,01,003,012,005,1,女,38,good
50620220919133440032382393,98,780,31,230,01,002,006,006,1,女,46,good
50620220922172917041874800,0,750,22,830,01,003,005,006,1,女,34,good
50620220923155228044667927,0,950,22,834,01,001,,006,1,男,33,good
50620220909164231994540736,79,1600,22,816,01,004,003,003,1,男,40,good
50620220922121115041554351,68,956,31,230,01,003,006,006,1,男,48,good
50620220909140925994391858,0,1460,22,830,01,004,,004,1,女,34,good
50620220921164845038786548,288,1678,09,210,01,004,,006,1,男,58,good
50620220908124910990193745,0,1050,22,825,01,004,,003,1,男,24,bad
50620220928141433057324448,158,1502,09,210,01,003,002,005,1,男,62,good
50620220907114355977536801,79,1600,22,816,01,003,001,004,1,男,50,good
50620220901153817955168624,99,580,17,717,01,002,008,004,1,女,35,good
50620220922143300041690458,228,1326,09,210,01,005,,004,1,男,49,good
50620220926164250053031060,79,1600,22,830,01,005,003,006,1,女,38,good
50620220913115034009581467,72,1404,31,230,01,004,001,006,1,男,58,good
50620220924131532047509293,158,1390,09,210,01,007,003,003,1,女,41,good
50620220916094919018862648,199,1209,31,230,01,002,006,006,1,男,49,good
50620220923180929044759560,169,1639,31,230,01,002,001,001,0,男,57,good
50620220921144429038650283,0,1200,22,834,01,004,006,006,1,女,53,good
50620220917123925022789105,158,1469,09,210,01,005,007,004,1,男,42,good
50620220915171659016503169,129,1300,12,560,01,003,006,006,1,女,32,good
50620220928152417057416571,158,1390,09,210,01,003,005,004,1,男,41,good
50620220919153413032513452,129,1300,12,560,01,003,021,006,1,女,58,bad
50620220919103505031503108,0,950,22,833,01,004,007,004,1,男,39,good
50620220906163430971572025,149,2750,22,838,01,002,021,004,0,男,43,good
50620220914090612011620173,119,2420,22,826,01,003,017,004,1,男,36,good
50620220930162437061147663,68,507,31,230,01,003,008,004,1,男,46,good
50620220916154907019678003,198,1930,17,719,01,004,003,005,1,男,55,good
50620220905114932968880362,148,780,17,715,01,003,006,003,1,男,47,good
50620220914152248013201144,169,1639,31,230,01,002,001,006,1,女,31,good
50620220915165818016491804,70,560,22,829,01,003,006,004,1,男,34,good
50620220922181016041896152,79,507,31,230,01,001,003,006,1,女,48,good
50620220906130630971419336,149,3030,22,835,01,002,001,006,1,男,37,good
50620220913075814007195141,0,1400,22,813,01,002,021,006,1,男,60,good
50620220920123002035574639,388,2263,09,210,01,007,021,003,1,男,50,good
50620220909153217994491337,118,1092,09,210,01,007,003,003,1,男,47,good
50620220928150341057394240,0,750,22,825,01,002,001,003,1,女,28,good
50620220901142918955147723,199,1209,31,230,01,004,004,006,1,男,49,good
50620220911143628002176236,118,1092,09,210,01,003,003,004,1,女,36,good
50620220903141449961410327,0,950,22,834,01,003,,006,1,男,46,good
50620220929120247059075758,0,2150,22,834,01,003,021,005,1,女,47,good
50620220927131900055435145,188,1092,09,210,01,003,,006,1,男,50,good
50620220921192707038902728,0,1300,22,281,01,005,009,004,1,女,59,good
50620220909092926993509809,369,2107,31,230,01,003,005,006,1,男,41,bad
50620220902171251957467571,79,1300,22,816,01,004,021,005,1,女,29,good
50620220924142304047516088,0,750,22,834,01,002,001,006,1,女,57,good
50620220913134622009698174,188,1092,09,210,01,004,008,004,1,男,58,good
50620220914101736012445279,169,1014,31,230,01,001,008,006,1,女,52,good
50620220904165845966283457,88,507,09,210,01,003,,006,1,男,49,good
50620220918172823029464584,158,1390,09,210,01,003,,005,1,男,47,good
50620220928132047057277719,90,770,22,834,01,002,001,006,1,女,30,good
50620220929174246059343051,79,1600,22,280,01,003,008,006,1,男,32,good
50620220917115437022368440,0,1200,22,834,01,001,,006,0,男,35,good
50620220917164033025011897,0,400,15,533,01,003,014,003,1,女,36,good
50620220925112159050142134,0,1460,22,834,01,003,,003,1,男,36,good
50620220901112142954866078,72,1404,31,230,01,002,001,006,1,女,38,good
50620220904174426966311371,0,1200,22,834,01,002,006,004,1,男,46,good
50620220907131807978990691,0,1150,22,834,01,001,,006,1,男,52,good
50620220918151643029368445,0,1200,22,834,01,001,001,006,1,男,28,good
50620220924105800047036711,0,950,22,818,01,003,001,004,1,男,56,good
50620220922121625041579757,88,507,09,210,01,004,003,004,1,女,30,good
50620220904092705963544580,0,950,22,839,01,004,021,006,1,女,52,good
50620220903153156961629776,0,750,22,834,01,002,001,006,1,男,41,good
50620220918091907027544356,0,750,22,834,01,002,,006,1,女,26,good
50620220906101354970916353,199,1209,31,230,01,003,005,006,1,男,56,good
50620220916113150019295556,141,1150,22,817,01,004,015,004,1,男,33,good
50620220905202653969267793,0,750,22,834,01,003,001,006,1,男,45,good
50620220923112256044192767,0,950,22,834,01,002,001,006,1,女,32,good
50620220904111652965103809,199,950,27,938,01,004,003,004,1,男,33,good
50620220915100444015703030,198,1930,17,716,01,005,005,003,1,男,58,good
50620220901144914955152520,288,1678,09,210,01,003,006,004,1,男,39,good
50620220905184631969208000,199,1209,31,230,01,003,003,005,1,男,45,good
50620220929195633059430940,0,750,22,817,01,003,006,003,1,女,39,good
50620220901124811955111611,0,1200,22,827,01,005,006,004,1,女,45,good
50620220919151121032490891,158,1502,09,210,01,003,,006,1,男,37,good
50620220929145541059216064,79,1600,22,816,01,003,003,006,1,男,37,good
50620220927131104055435321,99,580,17,717,01,003,008,006,1,女,45,good
50620220916091940018464544,158,1390,09,210,01,003,003,006,1,男,48,good
50620220916123625019498084,166,1460,22,834,01,005,005,003,1,男,61,good
50620220919180414032612180,0,1460,22,818,01,004,003,003,1,男,57,good
50620220926155542052984196,158,1469,09,210,01,007,009,004,1,男,48,good
50620220920111857035326024,148,1440,17,716,01,003,006,004,1,女,45,good
50620220922171936041859476,58,331,09,210,01,004,,005,1,男,54,good
50620220915105849015998029,88,507,09,210,01,003,,006,1,男,61,good
50620220908112304990062817,0,1650,22,834,01,003,013,003,1,男,28,good
50620220906092440970647996,131,950,22,833,01,002,021,006,1,男,54,good
50620220923173442044737433,0,1050,22,827,01,003,001,003,1,女,27,good
50620220911170302002283105,149,3030,22,816,01,004,006,004,1,男,51,good
50620220909105323994155257,158,1502,09,210,01,003,008,004,1,女,40,good
50620220904100528964065768,119,2420,22,816,01,001,021,006,1,男,45,good
50620220909183503994641886,208,1959,09,210,01,004,003,003,1,男,33,good
50620220930173248061188931,99,580,17,724,01,001,017,006,1,女,58,good
50620220912160823006533208,99,2010,22,816,01,003,012,004,1,男,29,good
50620220907150129980564974,88,439,09,210,01,002,007,005,1,男,61,good
50620220918151959029368656,166,1460,22,827,01,004,006,003,1,男,52,good
50620220906111430971255234,98,540,17,715,01,002,009,004,1,女,49,good
50620220917170801025260250,26,507,31,230,01,001,006,006,1,女,38,good
50620220922174003041875839,0,950,22,831,01,004,008,004,1,女,32,good
50620220902181130957534115,169,1014,31,230,01,003,,003,1,男,42,good
50620220903102010960117119,158,917,09,210,01,004,,003,1,女,55,good
50620220920093139034649311,158,917,09,210,01,004,,004,1,女,44,good
50620220923190654044802916,118,1092,09,210,01,007,001,001,1,男,40,good
50620220910091128996327766,199,1209,31,230,01,003,005,006,1,男,41,good
50620220904161116966242089,118,1092,09,210,01,004,007,005,1,男,58,good
50620220905152959969056265,0,1460,22,831,01,003,001,006,1,男,37,good
50620220923131734044546237,0,1460,22,834,01,003,,006,1,女,48,good
50620220904193147966406930,139,760,31,230,01,003,006,006,1,男,49,good
50620220919121555032165676,0,1200,22,280,01,002,006,005,1,男,47,good
50620220912164756006571938,118,1092,09,210,01,004,,004,1,女,40,good
50620220923114936044292180,158,1469,09,210,01,005,006,003,1,女,29,good
50620220913081246007442147,0,950,22,818,01,006,003,006,1,男,50,good
50620220927151955055535531,0,1200,22,834,01,002,006,006,1,男,34,good
50620220919115911032104646,0,1300,22,280,01,002,,005,1,女,34,good
50620220917100842021339334,0,750,22,818,01,004,003,003,1,男,49,good
50620220907161423981648306,199,1209,31,230,01,003,006,006,1,男,52,good
50620220929115546059072656,78,900,18,730,01,004,004,004,1,男,39,good
50620220916164410019718944,0,1200,22,834,01,001,021,006,1,男,26,good
50620220911163355002257344,188,1092,09,210,01,002,006,005,1,男,31,good
50620220919100434031231853,98,950,17,719,01,003,003,006,1,男,44,good
50620220913103943009210912,158,1371,09,210,01,007,003,002,0,男,55,good
50620220901082531954261563,0,1200,22,832,01,003,001,003,1,男,38,good
50620220910145645998979424,199,1209,31,230,01,003,003,003,1,男,33,good
50620220923145140044575800,0,750,22,827,01,004,007,003,1,男,55,good
50620220920112002035326457,209,1810,22,812,01,004,001,003,1,女,46,good
50620220909151113994488956,26,507,31,230,01,003,003,006,1,男,38,bad
50620220910175830999127372,199,950,27,938,01,004,003,003,0,女,25,good
50620220930131413060975029,0,750,22,830,01,003,001,006,1,女,50,bad
50620220911181750002347249,128,740,17,714,01,003,003,006,1,男,59,good
50620220911151410002206902,108,624,09,210,01,004,003,005,1,男,53,good
50620220906153556971533224,118,1092,09,210,01,002,003,004,1,女,37,good
50620220904094533963808638,88,507,09,210,01,003,,006,1,男,59,good
50620220908164519990353087,131,950,22,834,01,003,001,003,1,女,29,good
50620220921133501038634996,0,950,22,834,01,003,008,004,1,女,43,good
50620220910111317998307191,88,507,09,210,01,003,,005,1,男,46,good
50620220904185032966372949,74,480,22,818,01,002,002,006,1,男,52,good
50620220929162738059290337,166,1460,22,830,01,003,006,004,1,男,30,good
50620220915145422016398563,0,950,22,281,01,002,006,006,1,女,55,good
50620220913154545009806801,139,760,31,230,01,002,021,006,1,男,47,good
50620220924155815047638200,288,1678,09,210,01,004,007,005,0,男,32,good
50620220913113950009576474,119,2420,22,838,01,004,003,003,1,男,42,good
50620220906174732971625401,298,2900,17,718,01,003,021,003,1,男,40,good
50620220924164551047666190,0,750,22,280,01,002,006,006,1,女,51,good
50620220921185715038885152,129,760,12,551,01,003,001,004,1,男,54,good
50620220922154934041785651,0,1400,22,840,01,005,001,003,0,男,29,good
50620220901181819955279757,98,540,17,711,01,005,008,004,1,女,36,good
50620220926111604052436998,50,1010,10,523,01,002,006,006,1,男,50,good
50620220930114859060907210,149,990,22,818,01,003,001,003,1,男,51,good
50620220924174453047718820,0,750,22,818,01,003,,005,1,女,52,good
50620220911170047002282991,129,1300,12,560,01,002,003,003,1,男,53,good
50620220910175505999126915,199,1209,31,230,01,004,006,003,1,女,32,good
50620220908175841990552479,79,1600,22,832,01,003,006,004,1,女,54,good
50620220912173815006604404,119,2420,22,816,01,003,006,004,1,男,49,good
50620220901133321955139702,0,1200,22,832,01,004,006,006,1,女,43,good
50620220904114117965558823,0,950,22,834,01,002,,005,1,女,45,good
50620220904142506966049501,158,1502,09,210,01,004,,001,1,女,42,good
50620220903131234961355814,169,1639,31,230,01,004,003,006,1,女,49,good
